dataset,window_id,seed,policy,loss,rmse,missed_vio,max_age,jain_payload
keti,21,50617,MaxWeight-VoU,0.03424632803927006,0.3264604088952687,0.44979079497907953,239.0,0.2657903308361639
keti,21,50617,VoI+debt,0.1762368740006524,0.3457610114843683,2.813807531380753,239.0,0.23888006022080957
keti,21,50617,VoI-greedy,0.18672494853541147,0.4674910161002268,2.8451882845188283,239.0,0.2189760594966552
keti,21,50617,Whittle-heuristic,0.17427567671487246,0.38109968720057663,2.7196652719665275,239.0,0.2637530590571177
keti,22,50634,AoII+debt,0.043137689802030976,0.20584313935337523,0.6694560669456067,239.0,0.7060255855633145
keti,22,50634,AoII-greedy,0.027235494802630468,0.19920672625287378,0.40794979079497906,239.0,0.6941426661805804
keti,22,50634,CAW-VoU,0.01568082695466072,0.19749845831083482,0.20920502092050208,31.0,0.9326638909298708
keti,22,50634,MaxWeight-AoI,0.020784736051253742,0.16647069923894792,0.3138075313807531,20.0,0.9904803190567008
keti,22,50634,MaxWeight-VoU,0.08097089834262323,0.41046089560806653,1.1506276150627615,239.0,0.2634914777313928
keti,22,50634,VoI+debt,0.06832862042651346,0.32244753577743185,1.0355648535564854,239.0,0.24600973340798477
keti,22,50634,VoI-greedy,0.07854181320280038,0.36093843314614094,1.1715481171548117,239.0,0.22241647846740903
keti,22,50634,Whittle-heuristic,0.10402338621232753,0.3566218941263699,1.5585774058577406,239.0,0.27176534957299514
keti,23,50651,AoII+debt,0.03784815945475455,0.20873209606371174,0.5857740585774058,239.0,0.6671844886994097
keti,23,50651,AoII-greedy,0.037459397275019665,0.21571455548011692,0.5753138075313807,239.0,0.6579623336980932
keti,23,50651,CAW-VoU,0.009873699820752164,0.181917318685193,0.12552301255230125,37.0,0.9712803944907318
keti,23,50651,MaxWeight-AoI,0.029911770243891238,0.16163625362549022,0.47071129707112974,27.0,0.9927181091414656
keti,23,50651,MaxWeight-VoU,0.09725287519792125,0.4870598280511018,1.3284518828451881,239.0,0.26497042792531594
keti,23,50651,VoI+debt,0.07451950488287452,0.3915626246062264,1.0669456066945606,239.0,0.24586678144840196
keti,23,50651,VoI-greedy,0.0762511681318177,0.4394885895374568,1.0355648535564854,239.0,0.22825118379253156
keti,23,50651,Whittle-heuristic,0.12107402070804209,0.40489199599405995,1.7991631799163181,239.0,0.28446004830557
keti,24,50668,AoII+debt,0.030182001424141475,0.16841748225720954,0.47071129707112974,239.0,0.7435209892613076
keti,24,50668,AoII-greedy,0.0252024228491625,0.1703856490596029,0.38702928870292885,239.0,0.740628849270664
